Company Name,BSE Code,NSE Symbol,Latest Market Cap,Industry
Sar Televenture Ltd.,,SARTELE," ? 1,258.71 ",Telecommunication - Service  Provider
Kross Ltd.,544253,KROSS," ? 1,258.58 ",Auto Ancillary
Indo Rama Synthetics (India) Ltd.,500207,INDORAMA," ? 1,251.52 ",Textile - Manmade  Fibres
Innovana Thinklabs Ltd.,544302,INNOVANA," ? 1,250.09 ",IT - Software
CFF Fluid Control Ltd.,543920,," ? 1,246.73 ",Defence
Ester Industries Ltd.,500136,ESTER," ? 1,244.61 ",Plastic Products
Indo Amines Ltd.,524648,INDOAMIN," ? 1,237.33 ",Chemicals
ICE Make Refrigeration Ltd.,,ICEMAKE," ? 1,237.05 ",Electronics - Components
BCL Industries Ltd.,524332,BCLIND," ? 1,234.67 ",Edible Oil
Barbeque-Nation Hospitality Ltd.,543283,BARBEQUE," ? 1,233.78 ",Restaurants
Abans Financial Services Ltd.,543712,AHL," ? 1,232.63 ",Finance - NBFC
Dhanlaxmi Bank Ltd.,532180,DHANBANK," ? 1,229.88 ",Bank - Private
BMW Industries Ltd.,542669,," ? 1,224.70 ",Steel & Iron Products
Hariom Pipe Industries Ltd.,543517,HARIOMPIPE," ? 1,223.67 ",Steel & Iron Products
Worth Investment & Trading Co Ltd.,538451,," ? 1,219.66 ",Finance - NBFC
Meghna Infracon Infrastructure Ltd.,538668,," ? 1,213.43 ",Finance - Stock Broking
Dhunseri Ventures Ltd.,523736,DVL," ? 1,212.73 ",Chemicals
Shree Digvijay Cement Company Ltd.,502180,SHREDIGCEM," ? 1,205.28 ",Cement & Construction Materials
Kwality Pharmaceuticals Ltd.,539997,," ? 1,201.51 ",Pharmaceuticals & Drugs
Western Carriers (India) Ltd.,544258,WCIL," ? 1,193.69 ",Logistics
Dreamfolks Services Ltd.,543591,DREAMFOLKS," ? 1,192.71 ",Airport Management Services
GPT Healthcare Ltd.,544131,GPTHEALTH," ? 1,189.30 ",Hospital & Healthcare Services
Manali Petrochemicals Ltd.,500268,MANALIPETC," ? 1,188.34 ",Chemicals
Themis Medicare Ltd.,530199,THEMISMED," ? 1,183.36 ",Pharmaceuticals & Drugs
Signpost India Ltd.,544117,SIGNPOST," ? 1,183.17 ",Advertising & Media
Steel Exchange India Ltd.,534748,STEELXIND," ? 1,180.87 ",Steel/Sponge Iron/Pig Iron
Oswal Greentech Ltd.,539290,OSWALGREEN," ? 1,180.55 ",Finance - Investment
Concord Enviro Systems Ltd.,544315,CEWATER," ? 1,178.75 ",Environmental Services
Oriental Rail Infrastructure Ltd.,531859,," ? 1,177.56 ",Wood & Wood Products
Asian Star Company Ltd.,531847,," ? 1,174.90 ",Diamond  &  Jewellery
Eco Recycling Ltd.,530643,," ? 1,174.11 ",Environmental Services
Taneja Aerospace & Aviation Ltd.,522229,TANEJAERO," ? 1,170.73 ",Airlines
Tamil Nadu Newsprint & Papers Ltd.,531426,TNPL," ? 1,170.21 ",Paper & Paper Products
Essen Speciality Films Ltd.,,ESFL," ? 1,162.84 ",Plastic Products
Valiant Organics Ltd.,540145,VALIANTORG," ? 1,159.81 ",Chemicals
TAC Infosec Ltd.,,TAC," ? 1,156.27 ",Business Support
Shree Pushkar Chemicals & Fertilisers Ltd.,539334,SHREEPUSHK," ? 1,154.62 ",Dyes & Pigments
Likhitha Infrastructure Ltd.,543240,LIKHITHA," ? 1,150.56 ",Engineering - Construction
Oswal Agro Mills Ltd.,500317,OSWALAGRO," ? 1,149.59 ",Trading
Aeroflex Enterprises Ltd.,511076,SATINDLTD," ? 1,147.13 ",Trading
Garuda Construction & Engineering Ltd.,544271,GARUDA," ? 1,146.74 ",Construction - Real Estate
Diffusion Engineers Ltd.,544264,DIFFNKG," ? 1,145.81 ",Electrodes & Welding Equipment
Industrial & Prudential Investment Company Ltd.,501298,," ? 1,140.20 ",Finance - NBFC
Uttam Sugar Mills Ltd.,532729,UTTAMSUGAR," ? 1,138.04 ",Sugar
Matrimony.Com Ltd.,540704,MATRIMONY," ? 1,134.02 ",BPO/ITeS
Lincoln Pharmaceuticals Ltd.,531633,LINCOLN," ? 1,132.28 ",Pharmaceuticals & Drugs
SRM Contractors Ltd.,544158,SRM," ? 1,124.50 ",Engineering - Construction
The Andhra Sugars Ltd.,590062,ANDHRSUGAR," ? 1,121.28 ",Chemicals
Vakrangee Ltd.,511431,VAKRANGEE," ? 1,117.85 ",BPO/ITeS
Rishabh Instruments Ltd.,543977,RISHABH," ? 1,115.99 ",Electric Equipment
Remus Pharmaceuticals Ltd.,,REMUS," ? 1,114.38 ",Trading
Gulshan Polyols Ltd.,532457,GULPOLY," ? 1,112.03 ",Consumer Food
Sree Rayalaseema Hi-Strength Hypo Ltd.,532842,SRHHYPOLTD," ? 1,111.34 ",Chemicals
Century Enka Ltd.,500280,CENTENKA," ? 1,111.32 ",Textile
IST Ltd.,508807,," ? 1,110.54 ",Auto Ancillary
Mercury Ev-Tech Ltd.,531357,," ? 1,110.01 ",Automobiles - Passenger Cars
Gala Precision Engineering Ltd.,544244,GALAPREC," ? 1,106.69 ",Engineering - Industrial Equipments
Automobile Corporation of Goa Ltd.,505036,AUTOCORP," ? 1,105.15 ",Auto Ancillary
Aditya Birla Money Ltd.,532974,BIRLAMONEY," ? 1,103.85 ",Finance - Stock Broking
Pudumjee Paper Products Ltd.,539785,PDMJEPAPER," ? 1,101.71 ",Paper & Paper Products
Concord Control Systems Ltd.,543619,," ? 1,100.57 ",Engineering - Industrial Equipments
Australian Premium Solar (India) Ltd.,,APS," ? 1,100.43 ",Electronics - Components
Xchanging Solutions Ltd.,532616,XCHANGING," ? 1,099.67 ",IT - Software
Credo Brands Marketing Ltd.,544058,MUFTI," ? 1,091.22 ",Trading
Grand Oak Canyons Distillery Ltd.,523862,," ? 1,082.39 ",Construction - Real Estate
Crest Ventures Ltd.,511413,CREST," ? 1,081.77 ",Finance - NBFC
Dharmaj Crop Guard Ltd.,543687,DHARMAJ," ? 1,079.49 ",Pesticides & Agrochemicals
Anuh Pharma Ltd.,506260,ANUHPHR," ? 1,077.71 ",Pharmaceuticals & Drugs
Peninsula Land Ltd.,503031,PENINLAND," ? 1,076.13 ",Construction - Real Estate
Manoj Vaibhav Gems 'N' Jewellers Ltd.,543995,MVGJL," ? 1,074.69 ",Trading
GKW Ltd.,504704,GKWLIMITED," ? 1,074.09 ",Logistics
RACL Geartech Ltd.,520073,RACLGEAR," ? 1,069.71 ",Auto Ancillary
Balaji Telefilms Ltd.,532382,BALAJITELE," ? 1,066.25 ","Film Production, Distribution & Entertainment"
Lucent Industries Ltd.,539682,," ? 1,064.93 ",Educational Institutions
Uniphos Enterprises Ltd.,500429,UNIENTER," ? 1,063.36 ",Trading
Veritas (India) Ltd.,512229,," ? 1,061.54 ",Trading
GIC Housing Finance Ltd.,511676,GICHSGFIN," ? 1,061.24 ",Finance - Housing
NCL Industries Ltd.,502168,NCLIND," ? 1,059.49 ",Cement & Construction Materials
ZF Steering Gear (India) Ltd.,505163,ZFSTEERING," ? 1,059.04 ",Auto Ancillary
KMC Speciality Hospitals (India) Ltd.,524520,," ? 1,058.26 ",Hospital & Healthcare Services
Royal Orchid Hotels Ltd.,532699,ROHLTD," ? 1,055.05 ","Hotel, Resort & Restaurants"
TAAL Enterprises Ltd.,539956,," ? 1,051.38 ",Airlines
Kuantum Papers Ltd.,532937,KUANTUM," ? 1,049.00 ",Paper & Paper Products
TGV SRACC Ltd.,507753,SREERAYALK," ? 1,048.95 ",Chemicals
AB Infrabuild Ltd.,544281,ABINFRA," ? 1,045.95 ",Engineering - Construction
Chemfab Alkalis Ltd.,541269,CHEMFAB," ? 1,045.61 ",Chemicals
Selan Exploration Technology Ltd.,530075,SELAN," ? 1,044.70 ",Oil Exploration
Owais Metal & Mineral Processing Ltd.,,OWAIS," ? 1,044.40 ",Ferro & Silica Manganese
Pashupati Cotspin Ltd.,,PASHUPATI," ? 1,043.80 ",Textile - Spinning
Yash Highvoltage Ltd.,544310,," ? 1,043.69 ",
Allcargo Gati Ltd.,532345,ACLGATI," ? 1,038.06 ",Logistics
Saint-Gobain Sekurit India Ltd.,515043,," ? 1,033.14 ",Auto Ancillary
TV Today Network Ltd.,532515,TVTODAY," ? 1,032.45 ",TV Broadcasting & Software Production
Kothari Petrochemicals Ltd.,532096,KOTHARIPET," ? 1,029.34 ",Petrochemicals
Radhika Jeweltech Ltd.,540125,RADHIKAJWE," ? 1,027.66 ",Diamond  &  Jewellery
C2C Advanced Systems Ltd.,,C2C," ? 1,026.68 ",
UP Hotels Ltd.,509960,," ? 1,025.97 ","Hotel, Resort & Restaurants"
Shiva Cement Ltd.,532323,," ? 1,025.72 ",Cement & Construction Materials
VTM Ltd.,532893,VTMLTD," ? 1,023.69 ",Textile - Weaving
Vasa Denticity Ltd.,,DENTALKART," ? 1,020.66 ",Trading
Rico Auto Industries Ltd.,520008,RICOAUTO," ? 1,016.94 ",Auto Ancillary
New Delhi Television Ltd.,532529,NDTV," ? 1,015.17 ",TV Broadcasting & Software Production
Kabra Extrusiontechnik Ltd.,524109,KABRAEXTRU," ? 1,011.76 ",Engineering - Industrial Equipments
Beekay Steel Industries Ltd.,539018,," ? 1,011.01 ",Steel & Iron Products
Hexa Tradex Ltd.,534328,HEXATRADEX," ? 1,009.89 ",Trading
Aayush Wellness Ltd.,539528,," ? 1,007.26 ",Pharmaceuticals & Drugs
Shriram Asset Management Company Ltd.,531359,," ? 1,005.89 ",Finance - Asset Management
Saurashtra Cement Ltd.,502175,SAURASHCEM," ? 1,003.50 ",Cement & Construction Materials
AVT Natural Products Ltd.,519105,AVTNPL," ? 1,001.12 ",Consumer Food
Allied Digital Services Ltd.,532875,ADSL," ? 1,000.28 ",IT - Software
Silver Touch Technologies Ltd.,543525,SILVERTUC, ? 998.06 ,IT - Software
Nahar Spinning Mills Ltd.,500296,NAHARSPING, ? 994.86 ,Textile - Spinning
RDB Infrastructure And Power Ltd.,533285,, ? 994.04 ,Construction - Real Estate
Macpower CNC Machines Ltd.,,MACPOWER, ? 993.11 ,Engineering - Industrial Equipments
Avadh Sugar & Energy Ltd.,540649,AVADHSUGAR, ? 985.11 ,Sugar
Max India Ltd.,543223,MAXIND, ? 983.91 ,Finance - Investment
Suyog Telematics Ltd.,537259,SUYOG, ? 979.43 ,Telecom-Infrastructure
Popular Vehicles & Services Ltd.,544144,PVSL, ? 978.64 ,Automobiles - Dealers & Distributors
Snowman Logistics Ltd.,538635,SNOWMAN, ? 974.79 ,Logistics
Dhampur Sugar Mills Ltd.,500119,DHAMPURSUG, ? 973.02 ,Sugar
Mamata Machinery Ltd.,544318,MAMATA, ? 972.62 ,Engineering - Industrial Equipments
Tuticorin Alkali Chemicals and Fertilizers Ltd.,506808,TUTICORALK, ? 971.76 ,Chemicals
Solarium Green Energy Ltd.,544354,, ? 969.51 ,
Jaybharat Textiles & Real Estate Ltd.,512233,, ? 968.20 ,Textile - Spinning
Bodal Chemicals Ltd.,524370,BODALCHEM, ? 967.63 ,Dyes & Pigments
Creative Newtech Ltd.,,CREATIVE, ? 967.00 ,Trading
Basilic Fly Studio Ltd.,,BASILIC, ? 966.78 ,"Film Production, Distribution & Entertainment"
Kody Technolab Ltd.,,KODYTECH, ? 964.80 ,IT - Software
Pakka Ltd.,516030,PAKKA, ? 964.68 ,Paper & Paper Products
Fermenta Biotech Ltd.,506414,, ? 963.31 ,Pharmaceuticals & Drugs
Shri Jagdamba Polymers Ltd.,512453,, ? 962.46 ,Plastic Products
Kirloskar Electric Company Ltd.,533193,KECL, ? 956.96 ,Electric Equipment
Jindal Photo Ltd.,532624,JINDALPHOT, ? 954.54 ,Finance - Investment
Prakash Pipes Ltd.,542684,PPL, ? 952.19 ,Plastic Products
Deep Energy Resources Ltd.,532760,DEEPENR, ? 951.65 ,Oil Exploration
Trident Techlabs Ltd.,,TECHLABS, ? 950.46 ,IT - Software
Fedders Holding Ltd.,511628,, ? 949.94 ,Finance - Investment
Bhartiya International Ltd.,526666,BIL, ? 947.86 ,Leather
Enkei Wheels (India) Ltd.,533477,, ? 947.19 ,Auto Ancillary
Arrow Greentech Ltd.,516064,ARROWGREEN, ? 943.00 ,Packaging
RK Swamy Ltd.,544136,RKSWAMY, ? 942.91 ,Business Support
AB Cotspin India Ltd.,,ABCOTS, ? 941.25 ,Textile
Sastasundar Ventures Ltd.,533259,SASTASUNDR, ? 940.32 ,Finance - NBFC
Sarla Performance Fibers Ltd.,526885,SARLAPOLY, ? 939.58 ,Textile - Manmade  Fibres
Jindal Poly Investment and Finance Company Ltd.,536773,JPOLYINVST, ? 938.14 ,Finance - Investment
Tamilnadu Petroproducts Ltd.,500777,TNPETRO, ? 935.79 ,Petrochemicals
Sathlokhar Synergys E&C Global Ltd,,SSEGL, ? 934.86 ,Engineering - Construction
Magadh Sugar & Energy Ltd.,540650,MAGADSUGAR, ? 932.65 ,Sugar
Prime Securities Ltd.,500337,PRIMESECU, ? 932.53 ,Finance - Stock Broking
Asian Granito India Ltd.,532888,ASIANTILES, ? 931.24 ,Ceramics/Marble/Granite/Sanitaryware
Foce India Ltd.,,FOCE, ? 929.66 ,Trading
Transpek Industry Ltd.,506687,TRANSPEK, ? 926.14 ,Pesticides & Agrochemicals
Bhageria Industries Ltd.,530803,BHAGERIA, ? 922.64 ,Dyes & Pigments
Khaitan Chemicals & Fertilizers Ltd.,507794,KHAICHEM, ? 922.08 ,Fertilizers
Infobeans Technologies Ltd.,543644,INFOBEAN, ? 920.63 ,IT - Software
Dish TV India Ltd.,532839,DISHTV, ? 920.63 ,TV Broadcasting & Software Production
Wanbury Ltd.,524212,WANBURY, ? 920.39 ,Pharmaceuticals & Drugs
Cool Caps Industries Ltd.,,COOLCAPS, ? 919.31 ,Plastic Products
Arihant Capital Markets Ltd.,511605,ARIHANTCAP, ? 916.92 ,Finance - Stock Broking
Dwarikesh Sugar Industries Ltd.,532610,DWARKESH, ? 915.39 ,Sugar
Linc Ltd.,531241,LINC, ? 914.71 ,Printing & Stationery
GHCL Textiles Ltd.,543918,GHCLTEXTIL, ? 913.99 ,Textile - Spinning
Bigbloc Construction Ltd.,540061,BIGBLOC, ? 912.31 ,Cement & Construction Materials
Ambika Cotton Mills Ltd.,531978,AMBIKCO, ? 912.05 ,Textile - Spinning
Satia Industries Ltd.,539201,SATIA, ? 912.00 ,Paper & Paper Products
PNGS Gargi Fashion Jewellery Ltd.,543709,, ? 911.49 ,Retailing
Aptech Ltd.,532475,APTECHT, ? 910.05 ,IT - Education
Automotive Stampings and Assemblies Ltd.,520119,ASAL, ? 908.47 ,Auto Ancillary
Dhunseri Investments Ltd.,533336,DHUNINV, ? 904.46 ,Finance - Investment
Zuari Agro Chemicals Ltd.,534742,ZUARI, ? 902.14 ,Fertilizers
Everest Industries Ltd.,508906,EVERESTIND, ? 901.73 ,Cement & Construction Materials
JITF Infralogistics Ltd.,540311,JITFINFRA, ? 901.17 ,Logistics
BEML Land Assets Ltd.,543898,BLAL, ? 900.94 ,Construction - Real Estate
Kopran Ltd.,524280,KOPRAN, ? 900.09 ,Pharmaceuticals & Drugs
Mukka Proteins Ltd.,544135,MUKKA, ? 898.20 ,Animal Feed
Best Agrolife Ltd.,539660,BESTAGRO, ? 897.20 ,Pesticides & Agrochemicals
HLV Ltd.,500193,HLVLTD, ? 896.59 ,"Hotel, Resort & Restaurants"
Banganga Paper Industries Ltd.,512025,, ? 895.77 ,Trading
Zee Media Corporation Ltd.,532794,ZEEMEDIA, ? 895.61 ,TV Broadcasting & Software Production
Gloster Ltd.,542351,GLOSTERLTD, ? 894.67 ,Textile
Elin Electronics Ltd.,543725,ELIN, ? 893.87 ,Consumer Durables - Electronics
N.B.I. Industrial Finance Co. Ltd.,,NBIFIN, ? 891.89 ,Finance - NBFC
Aryaman Financial Services Ltd.,530245,, ? 890.05 ,Finance - Investment
Mafatlal Industries Ltd.,500264,MAFATLAIND, ? 887.11 ,Textile
Swelect Energy Systems Ltd.,532051,SWELECTES, ? 886.86 ,Electronics - Components
Kamdhenu Ltd.,532741,KAMDHENU, ? 886.36 ,Steel & Iron Products
Transindia Real Estate Ltd.,543955,TREL, ? 884.26 ,Logistics
Consolidated Construction Consortium Ltd.,532902,CCCL, ? 884.14 ,Engineering - Construction
Vadilal Enterprises Ltd.,519152,, ? 882.95 ,Consumer Food
Rajapalayam Mills Ltd.,532503,RAJPALAYAM, ? 877.72 ,Textile - Spinning
The Sandesh Ltd.,526725,SANDESH, ? 872.30 ,Printing And Publishing
Nahar Poly Films Ltd.,523391,NAHARPOLY, ? 871.89 ,Plastic Products
The State Trading Corporation Of India Ltd.,512531,STCINDIA, ? 870.00 ,Trading
Krishival Foods Ltd.,,KRISHIVAL, ? 868.95 ,Consumer Food
Hazoor Multi Projects Ltd.,532467,, ? 866.33 ,Construction - Real Estate
Tembo Global Industries Ltd.,,TEMBO, ? 866.01 ,Engineering - Industrial Equipments
Amal Ltd.,506597,, ? 863.72 ,Chemicals
Gandhi Special Tubes Ltd.,513108,GANDHITUBE, ? 862.25 ,Steel & Iron Products
Jay Bharat Maruti Ltd.,520066,JAYBARMARU, ? 852.36 ,Auto Ancillary
Rushil Decor Ltd.,533470,RUSHIL, ? 845.33 ,Laminates/Decoratives
VLS Finance Ltd.,511333,VLSFINANCE, ? 843.45 ,Finance - Investment
Nintec Systems Ltd.,539843,NINSYS, ? 843.44 ,IT - Software
Foods & Inns Ltd.,507552,FOODSIN, ? 842.14 ,Consumer Food
Morganite Crucible (India) Ltd.,523160,, ? 839.38 ,Refractories
Ratnaveer Precision Engineering Ltd.,543978,RATNAVEER, ? 839.14 ,Steel & Iron Products
Shivalik Rasayan Ltd.,539148,SHIVALIK, ? 837.53 ,Pesticides & Agrochemicals
Eraaya Lifespaces Ltd.,531035,, ? 835.24 ,Auto Ancillary
Voith Paper Fabrics India Ltd.,522122,PORRITSPEN, ? 833.77 ,Textile
Zuari Industries Ltd.,500780,ZUARIIND, ? 830.90 ,Sugar
Krystal Integrated Services Ltd,544149,KRYSTAL, ? 829.65 ,Professional Services
Shree Vasu Logistics Ltd.,,SVLL, ? 826.22 ,Logistics
Permanent Magnets Ltd.,504132,PERMAGNET, ? 825.24 ,Electric Equipment
The Ruby Mills Ltd.,503169,RUBYMILLS, ? 820.78 ,Textile
Bharat Parenterals Ltd.,541096,, ? 819.94 ,Pharmaceuticals & Drugs
V-Marc India Ltd.,,VMARCIND, ? 819.60 ,Cable
RMC Switchgears Ltd.,540358,, ? 819.03 ,Electric Equipment
20 Microns Ltd.,533022,20MICRONS, ? 818.44 ,Mining & Minerals
RSWM Ltd.,500350,RSWM, ? 818.16 ,Textile
Indo Farm Equipments Ltd.,544328,INDOFARM, ? 816.88 ,
Bright Outdoor Media Ltd.,543831,, ? 816.77 ,Advertising & Media
Parsvnath Developers Ltd.,532780,PARSVNATH, ? 815.53 ,Construction - Real Estate
S Chand And Company Ltd.,540497,SCHAND, ? 815.11 ,Printing And Publishing
Visaka Industries Ltd.,509055,VISAKAIND, ? 814.28 ,Cement & Construction Materials
GeeCee Ventures Ltd.,532764,GEECEE, ? 812.53 ,Construction - Real Estate
Espire Hospitality Ltd.,532016,, ? 812.16 ,Construction - Real Estate
Mallcom (India) Ltd,539400,MALLCOM, ? 811.26 ,Miscellaneous
Karnika Industries Ltd.,,KARNIKA, ? 810.80 ,Textile
Shalimar Paints Ltd.,509874,SHALPAINTS, ? 810.07 ,Paints
R&B Denims Ltd.,538119,, ? 809.85 ,Textile
Z-Tech (India) Ltd.,,ZTECH, ? 809.66 ,Engineering - Construction
Veefin Solutions Ltd.,543931,, ? 809.08 ,IT - Software
Urja Global Ltd.,526987,URJA, ? 806.57 ,Power Generation/Distribution
KSolves India Ltd.,543599,KSOLVES, ? 806.33 ,IT - Software
Synergy Green Industries Ltd.,541929,SGIL, ? 802.87 ,Castings/Forgings
TVS Electronics Ltd.,532513,TVSELECT, ? 800.10 ,Trading
Vertoz Ltd.,,VERTOZ, ? 797.75 ,Advertising & Media
Ritco Logistics Ltd.,542383,RITCO, ? 796.43 ,Logistics
Eldeco Housing & Industries Ltd.,523329,ELDEHSG, ? 792.05 ,Construction - Real Estate
Megasoft Ltd.,532408,MEGASOFT, ? 791.33 ,IT - Software
Subex Ltd.,532348,SUBEXLTD, ? 790.88 ,IT - Software
Mac Charles (India) Ltd.,507836,, ? 790.26 ,"Hotel, Resort & Restaurants"
Jaiprakash Associates Ltd.,532532,JPASSOCIAT, ? 785.47 ,Engineering - Construction
Apex Frozen Foods Ltd.,540692,APEX, ? 784.78 ,Aquaculture
The Investment Trust of India Ltd.,530023,THEINVEST, ? 783.11 ,Finance - NBFC
Kriti Industries (India) Ltd.,526423,KRITI, ? 782.85 ,Plastic Products
Sakar Healthcare Ltd.,,SAKAR, ? 782.42 ,Pharmaceuticals & Drugs
Denta Water And Infra Solutions Ltd.,544345,DENTA, ? 778.97 ,Engineering - Construction
Suratwwala Business Group Ltd.,543218,SBGLP, ? 778.64 ,Construction - Real Estate
Integra Engineering India Ltd.,505358,, ? 778.36 ,Engineering - Industrial Equipments
Le Merite Exports Ltd.,,LEMERITE, ? 777.07 ,Textile
Onward Technologies Ltd.,517536,ONWARDTEC, ? 774.02 ,IT - Software
Coffee Day Enterprises Ltd.,539436,COFFEEDAY, ? 772.76 ,Restaurants
Mishtann Foods Ltd.,539594,, ? 772.65 ,Trading
Munjal Auto Industries Ltd.,520059,MUNJALAU, ? 771.60 ,Auto Ancillary
Cellecor Gadgets Ltd.,,CELLECOR, ? 769.52 ,Trading
Vishal Fabrics Ltd.,538598,VISHAL, ? 768.18 ,Textile
Shree Ganesh Remedies Ltd.,540737,, ? 766.53 ,Pharmaceuticals & Drugs
All E Technologies Ltd.,,ALLETEC, ? 765.66 ,IT - Software
Jayant Agro-Organics Ltd.,524330,JAYAGROGN, ? 765.45 ,Chemicals
MMP Industries Ltd.,,MMP, ? 764.87 ,Aluminium & Aluminium Products
CSL Finance Ltd.,530067,CSLFINANCE, ? 764.16 ,Finance - NBFC
Last Mile Enterprises Ltd.,526961,, ? 762.41 ,Engineering - Construction
A-1 Ltd.,542012,, ? 761.07 ,Trading
Viviana Power Tech Ltd.,,VIVIANA, ? 759.80 ,Engineering - Construction
Axtel Industries Ltd.,523850,, ? 759.28 ,Engineering - Industrial Equipments
Pocl Enterprises Ltd.,539195,, ? 757.61 ,Metal - Non Ferrous
Mindteck (India) Ltd.,517344,MINDTECK, ? 754.58 ,IT - Software
STEL Holdings Ltd.,533316,STEL, ? 754.00 ,Finance - Investment
Sical Logistics Ltd.,520086,SICALLOG, ? 750.43 ,Logistics
Shraddha Prime Projects Ltd.,531771,, ? 741.76 ,Engineering - Industrial Equipments
Nitta Gelatin India Ltd.,506532,KERALACHEM, ? 741.68 ,Chemicals
Jagatjit Industries Ltd.,507155,JAGAJITIND, ? 740.57 ,Breweries & Distilleries
Zodiac Energy Ltd.,543416,ZODIAC, ? 737.51 ,Engineering - Industrial Equipments
Colab Platforms Ltd.,542866,, ? 736.85 ,Finance - Investment
Allcargo Terminals Ltd.,543954,ATL, ? 735.76 ,Logistics
Sahasra Electronic Solutions Ltd,,SAHASRA, ? 733.91 ,Electronics - Components
Sar Auto Products Ltd.,538992,, ? 733.77 ,Auto Ancillary
Repro India Ltd.,532687,REPRO, ? 731.57 ,Printing And Publishing
AK Capital Services Ltd.,530499,, ? 731.08 ,Finance - Investment
Kamat Hotels (India) Ltd.,526668,KAMATHOTEL, ? 728.92 ,"Hotel, Resort & Restaurants"
Chemcon Speciality Chemicals Ltd.,543233,CHEMCON, ? 727.96 ,Chemicals
Sudarshan Pharma Industries Ltd.,543828,, ? 727.75 ,Pharmaceuticals & Drugs
Manba Finance Ltd.,544262,MANBA, ? 727.62 ,Finance - NBFC
BGR Energy Systems Ltd.,532930,BGRENERGY, ? 726.45 ,Engineering - Construction
Focus Lighting & Fixtures Ltd.,,FOCUS, ? 723.73 ,Electric Equipment
Asian Hotels (North) Ltd.,500023,ASIANHOTNR, ? 723.56 ,"Hotel, Resort & Restaurants"
Kerala Ayurveda Ltd.,530163,, ? 722.73 ,Pharmaceuticals & Drugs
Suraj Ltd.,531638,SURAJLTD, ? 719.96 ,Steel & Iron Products
GFL Ltd.,500173,GFLLIMITED, ? 719.41 ,Finance - Investment
Sarveshwar Foods Ltd.,543688,SARVESHWAR, ? 717.47 ,Consumer Food
Hindustan Composites Ltd.,509635,HINDCOMPOS, ? 716.96 ,Auto Ancillary
Hampton Sky Realty Ltd.,526407,, ? 716.78 ,Construction - Real Estate
Cheviot Company Ltd.,526817,CHEVIOT, ? 716.04 ,Textile
Macfos Ltd.,543787,, ? 715.54 ,Trading
NGL Fine-Chem Ltd.,524774,NGLFINE, ? 714.55 ,Pharmaceuticals & Drugs
Kilitch Drugs (India) Ltd.,524500,KILITCH, ? 710.44 ,Pharmaceuticals & Drugs
KSE Ltd.,519421,KSE, ? 709.87 ,Consumer Food
Ganesh Infraworld Ltd.,,GANESHIN, ? 709.60 ,Engineering - Construction
Ganesh Benzoplast Ltd.,500153,GANESHBE, ? 709.24 ,Chemicals
High Energy Batteries (India) Ltd.,504176,, ? 708.14 ,Batteries
Menon Bearings Ltd.,523828,MENONBE, ? 707.95 ,Bearings
Oricon Enterprises Ltd.,513121,ORICONENT, ? 704.83 ,Packaging
Modi Naturals Ltd.,519003,, ? 704.24 ,Edible Oil
Kronox Lab Sciences Ltd.,544187,KRONOX, ? 704.20 ,Chemicals
SKM Egg Products Export (India) Ltd.,532143,SKMEGGPROD, ? 704.20 ,Consumer Food
Entertainment Network (India) Ltd.,532700,ENIL, ? 703.52 ,TV Broadcasting & Software Production
Sutlej Textiles And Industries Ltd.,532782,SUTLEJTEX, ? 700.04 ,Textile - Spinning
SBC Exports Ltd.,542725,SBC, ? 699.05 ,Textile
SJ Logistics (India) Ltd.,,SJLOGISTIC, ? 698.36 ,Logistics
Bharat Seats Ltd.,523229,BHARATSE, ? 694.69 ,Auto Ancillary
Indo Borax & Chemicals Ltd.,524342,INDOBORAX, ? 694.65 ,Chemicals
IFB Agro Industries Ltd.,507438,IFBAGRO, ? 693.17 ,Consumer Food
Stallion India Fluorochemicals Ltd.,544342,STALLION, ? 686.48 ,
Liberty Shoes Ltd.,526596,LIBERTSHOE, ? 682.71 ,Footwear
Artemis Electricals And Projects Ltd.,542670,, ? 680.81 ,Electric Equipment
Ind-Swift Laboratories Ltd.,532305,INDSWFTLAB, ? 680.08 ,Pharmaceuticals & Drugs
Radiant Cash Management Services Ltd.,543732,RADIANTCMS, ? 678.77 ,Finance - Investment
Gretex Corporate Services Ltd.,543324,, ? 674.43 ,Professional Services
MBL Infrastructure Ltd.,533152,MBLINFRA, ? 671.59 ,Engineering - Construction
Consolidated Finvest & Holdings Ltd.,500226,CONSOFINVT, ? 668.93 ,Finance - NBFC
MKVentures Capital Ltd.,514238,, ? 667.97 ,Finance - NBFC
OBSC Perfection Ltd.,,OBSCP, ? 667.92 ,
Swiss Military Consumer Goods Ltd.,523558,NETWORK, ? 665.75 ,Trading
LKP Finance Ltd.,507912,LKPMERFIN, ? 664.88 ,Finance - Investment
Pyramid Technoplast Ltd.,543969,PYRAMID, ? 664.77 ,Packaging
VICEROY HOTELS LTD.,523796,VHLTD, ? 664.71 ,"Hotel, Resort & Restaurants"
Deepak Builders & Engineers India Ltd.,544276,DBEIL, ? 664.57 ,Construction - Real Estate
Nisus Finance Services Co Ltd.,544296,, ? 663.45 ,
Kiran Vyapar Ltd.,537750,, ? 660.69 ,Finance - NBFC
Shukra Pharmaceuticals Ltd.,524632,, ? 659.01 ,Pharmaceuticals & Drugs
GVK Power & Infrastructure Ltd.,532708,GVKPIL, ? 658.53 ,Power Generation/Distribution
