Company Name,BSE Code,NSE Symbol,Latest Market Cap,Industry
Emmforce Autotech Ltd,544166,, ? 182.53 ,Auto Ancillary
Regis Industries Ltd.,543208,, ? 182.40 ,Finance - NBFC
Zeal Global Services Ltd.,,ZEAL, ? 181.48 ,Logistics
Delphi World Money Ltd.,533452,DELPHIFX, ? 181.34 ,Finance - Others
JSL Industries Ltd.,504080,, ? 181.30 ,Electric Equipment
Uma Exports Ltd.,543513,UMAEXPORTS, ? 180.88 ,Trading
Surani Steel Tubes Ltd.,,SURANI, ? 180.86 ,Steel & Iron Products
Empower India Ltd.,504351,, ? 180.39 ,IT - Hardware
Hindustan Tin Works Ltd.,530315,HINDTINWRK, ? 179.24 ,Engineering - Industrial Equipments
Alphageo (India) Ltd.,526397,ALPHAGEO, ? 178.05 ,Engineering
Shri Dinesh Mills Ltd.,503804,SHRIDINESH, ? 177.23 ,Textile
Sanmit Infra Ltd.,532435,, ? 176.34 ,Construction - Real Estate
Magnum Ventures Ltd.,532896,MAGNUM, ? 176.19 ,Paper & Paper Products
Bharat Road Network Ltd.,540700,BRNL, ? 175.79 ,Engineering - Construction
Compucom Software Ltd.,532339,COMPUSOFT, ? 175.10 ,IT - Education
Sadbhav Infrastructure Project Ltd.,539346,SADBHIN, ? 175.06 ,Engineering - Construction
Canarys Automations Ltd.,,CANARYS, ? 174.45 ,IT - Software
Starlineps Enterprises Ltd.,540492,, ? 173.78 ,Diamond  &  Jewellery
Tunwal E-Motors Ltd,,TUNWAL, ? 171.99 ,Automobile Two & Three Wheelers
KHFM Hospitality and Facility Management Services Ltd.,,KHFM, ? 171.73 ,Professional Services
Indian Emulsifiers Ltd.,,IEML, ? 170.93 ,Chemicals
Surana Solar Ltd.,533298,SURANASOL, ? 170.89 ,Electronics - Components
Capital Trust Ltd.,511505,CAPTRUST, ? 170.84 ,Finance - NBFC
Gensol Engineering Ltd.,542851,GENSOL, ? 170.82 ,Engineering - Construction
Inventure Growth & Securities Ltd.,533506,INVENTURE, ? 170.10 ,Finance - Stock Broking
VR Infraspace Ltd.,,VR, ? 170.05 ,Construction - Real Estate
National Plastic Technologies Ltd.,531287,, ? 170.04 ,Plastic Products
Jay Jalaram Technologies Ltd.,,KORE, ? 169.63 ,Retailing
Ruchi Infrastructure Ltd.,509020,RUCHINFRA, ? 169.23 ,Logistics
Manaksia Aluminium Company Ltd.,539045,MANAKALUCO, ? 168.88 ,Aluminium & Aluminium Products
Shigan Quantum Technologies Ltd.,,SHIGAN, ? 168.31 ,Auto Ancillary
Sarthak Metals Ltd.,540393,SMLT, ? 167.52 ,Metal - Ferrous
Sunshine Capital Ltd.,539574,, ? 167.33 ,Finance - NBFC
Housing Development And Infrastructure Ltd.,532873,HDIL, ? 166.85 ,Construction - Real Estate
Shree OSFM E-Mobility Ltd.,,SHREEOSFM, ? 166.66 ,Miscellaneous
Lancor Holdings Ltd.,509048,LANCORHOL, ? 166.36 ,Construction - Real Estate
Vipul Ltd.,511726,VIPULLTD, ? 166.33 ,Construction - Real Estate
RESGEN Ltd.,543805,, ? 165.70 ,Environmental Services
Tahmar Enterprises Ltd.,516032,, ? 164.55 ,Breweries & Distilleries
Shyam Century Ferrous Ltd.,539252,SHYAMCENT, ? 164.01 ,Ferro & Silica Manganese
PMC Fincorp Ltd.,534060,, ? 163.78 ,Finance - Investment
Metroglobal Ltd.,500159,GLOBABOARD, ? 162.81 ,Trading
Prajay Engineers Syndicate Ltd.,531746,PRAENG, ? 162.67 ,Construction - Real Estate
Rajshree Sugars & Chemicals Ltd.,500354,RAJSREESUG, ? 162.30 ,Sugar
Bal Pharma Ltd.,524824,BALPHARMA, ? 162.01 ,Pharmaceuticals & Drugs
Standard Capital Markets Ltd.,511700,, ? 162.00 ,Finance - NBFC
Hindusthan National Glass & Industries Ltd.,515145,HINDNATGLS, ? 161.55 ,Glass
Maha Rashtra Apex Corporation Ltd.,523384,MAHAPEXLTD, ? 160.75 ,Finance - Investment
Gayatri Projects Ltd.,532767,GAYAPROJ, ? 160.24 ,Engineering - Construction
Gem Enviro Management Ltd,544199,, ? 158.98 ,Environmental Services
Duncan Engineering Ltd.,504908,, ? 158.93 ,Engineering - Industrial Equipments
Globus Power Generation Ltd.,526025,, ? 158.61 ,Power Generation/Distribution
Maximus International Ltd.,540401,, ? 157.94 ,Trading
Kaushalya Logistics Ltd,,KLL, ? 157.51 ,Logistics
Smartlink Holdings Ltd.,532419,SMARTLINK, ? 157.44 ,IT - Networking
Nirman Agri Genetics Ltd.,,NIRMAN, ? 156.79 ,Agriculture
Sharda Ispat Ltd.,513548,, ? 156.34 ,Metal - Ferrous
Pacific Industries Ltd.,523483,PACIFICIND, ? 155.39 ,Ceramics/Marble/Granite/Sanitaryware
BSL Ltd.,514045,BSL, ? 155.31 ,Textile - Weaving
Purv Flexipack Ltd,,PURVFLEXI, ? 154.43 ,Plastic Products
Aurangabad Distillery Ltd.,,AURDIS, ? 153.75 ,Breweries & Distilleries
RTS Power Corporation Ltd.,531215,, ? 150.55 ,Electric Equipment
Umiya Buildcon Ltd.,532376,MRO-TEK, ? 150.30 ,IT - Hardware
Seacoast Shipping Services Ltd.,542753,, ? 149.21 ,Logistics
B.A.G. Films and Media Ltd.,532507,BAGFILMS, ? 149.03 ,"Film Production, Distribution & Entertainment"
Arham Technologies Ltd.,,ARHAM, ? 148.90 ,Consumer Durables - Electronics
Newjaisa Technologies Ltd.,,NEWJAISA, ? 148.66 ,Trading
Trust Fintech Ltd.,,TRUST, ? 148.55 ,IT - Software
QMS Medical Allied Services Ltd.,,QMSMEDI, ? 147.62 ,Trading
Mangalam Industrial Finance Ltd.,537800,, ? 147.13 ,Finance - NBFC
Sadhav Shipping Ltd,,SADHAV, ? 146.47 ,Shipping
SAL Steel Ltd.,532604,SALSTEEL, ? 146.06 ,Steel/Sponge Iron/Pig Iron
Destiny Logistics & Infra Ltd.,,DESTINY, ? 144.65 ,Logistics
Teerth Gopicon Ltd.,,TGL, ? 144.00 ,Engineering - Construction
Maruti Infrastructure Ltd.,531540,, ? 143.81 ,Construction - Real Estate
Refractory Shapes Ltd,,REFRACTORY, ? 143.55 ,Refractories
Indian Phosphate Ltd,,IPHL, ? 142.69 ,Fertilizers
Denis Chem Lab Ltd.,537536,, ? 140.15 ,Pharmaceuticals & Drugs
Newtime Infrastructure Ltd.,531959,, ? 140.13 ,Engineering - Construction
Take Solutions Ltd.,532890,TAKE, ? 139.21 ,IT - Software
Enser Communications Ltd.,,ENSER, ? 137.71 ,BPO/ITeS
Delaplex Ltd.,,DELAPLEX, ? 137.56 ,IT - Software
Prithvi Exchange (India) Ltd.,531688,PRITHVISOF, ? 137.52 ,Trading
Loyal Textile Mills Ltd.,514036,LOYALTEX, ? 136.62 ,Textile
Latteys Industries Ltd.,,LATTEYS, ? 135.40 ,Compressors / Pumps
Rajnandini Metal Ltd.,,RAJMET, ? 133.26 ,Metal - Non Ferrous
Edvenswa Enterprises Ltd.,517170,, ? 132.82 ,Electronics - Components
Techknowgreen Solutions Ltd.,543991,, ? 130.19 ,Business Support
Shree Oswal Seeds and Chemicals Ltd.,,OSWALSEEDS, ? 129.89 ,Agriculture
Mitcon Consultancy & Engineering Services Ltd.,,MITCON, ? 128.47 ,Business Support
Srivari Spices & Foods Ltd.,,SSFL, ? 126.88 ,Consumer Food
Baroda Extrusion Ltd.,513502,, ? 126.24 ,Metal - Non Ferrous
Paragon Fine And Speciality Chemical Ltd.,,PARAGON, ? 126.20 ,Chemicals
Prudential Sugar Corporation Ltd.,500342,PRUDMOULI, ? 125.49 ,Sugar
B&A Packaging India Ltd.,523186,, ? 124.01 ,Packaging
Arunjyoti Bio Ventures Ltd.,530881,, ? 123.76 ,Finance - Investment
Vaishali Pharma Ltd.,,VAISHALI, ? 123.38 ,Pharmaceuticals & Drugs
Sakthi Finance Ltd.,511066,SAKTHIFIN, ? 121.80 ,Finance - NBFC
Maxposure Ltd.,,MAXPOSURE, ? 120.41 ,Advertising & Media
Digikore Studios Ltd.,,DIGIKORE, ? 120.32 ,"Film Production, Distribution & Entertainment"
Alliance Integrated Metaliks Ltd.,534064,, ? 119.67 ,Engineering - Industrial Equipments
Flexituff Ventures International Ltd.,533638,FLEXITUFF, ? 118.16 ,Textile
Par Drugs And Chemicals Ltd.,,PAR, ? 117.56 ,Chemicals
Alphalogic Industries Ltd.,543937,, ? 117.18 ,Engineering - Industrial Equipments
Regency Ceramics Ltd.,515018,REGENCERAM, ? 116.34 ,Ceramics/Marble/Granite/Sanitaryware
Prime Industries Ltd.,519299,, ? 115.73 ,Consumer Food
DCG Cables & Wires Ltd,,DCG, ? 115.34 ,Cable
GM Polyplast Ltd.,543239,, ? 114.41 ,Plastic Products
JHS Svendgaard Laboratories Ltd.,532771,JHS, ? 114.02 ,Household & Personal Products
LA TIM Metal & Industries Ltd.,505693,, ? 113.13 ,Steel & Iron Products
Beacon Trusteeship Ltd,,BEACON, ? 112.63 ,Finance - Investment
Electro Force (India) Ltd.,,EFORCE, ? 112.32 ,Electronics - Components
Crayons Advertising Ltd.,,CRAYONS, ? 110.91 ,Advertising & Media
Hindustan Appliances Ltd.,531918,, ? 109.68 ,Electric Equipment
Sona Machinery Ltd.,,SONAMAC, ? 108.83 ,Engineering - Industrial Equipments
Harshil Agrotech Ltd.,505336,, ? 108.10 ,Engineering - Industrial Equipments
Rajnish Wellness Ltd.,541601,, ? 107.95 ,Pharmaceuticals & Drugs
WAA Solar Ltd.,541445,, ? 102.95 ,Power Generation/Distribution
Shri Balaji Valve Components Ltd.,544074,, ? 102.82 ,Engineering - Industrial Equipments
Konstelec Engineers Ltd.,,KONSTELEC, ? 102.53 ,Engineering
Rockingdeals Circular Economy Ltd.,,ROCKINGDCE, ? 101.41 ,Retailing
Royal India Corporation Ltd.,512047,, ? 99.62 ,Diamond  &  Jewellery
Rox Hi-Tech Ltd.,,ROXHITECH, ? 99.34 ,IT - Networking
Cambridge Technology Enterprises Ltd.,532801,CTE, ? 90.40 ,IT - Software
Remedium Lifecare Ltd.,539561,, ? 89.96 ,Trading
K2 Infragen Ltd.,,K2INFRA, ? 88.27 ,Engineering - Construction
GG Engineering Ltd.,540614,, ? 82.39 ,Electric Equipment
On Door Concepts Ltd.,,ONDOOR, ? 79.62 ,Retailing
Noida Toll Bridge Company Ltd.,532481,NOIDATOLL, ? 78.95 ,Engineering - Construction
Eros International Media Ltd.,533261,EROSMEDIA, ? 71.36 ,"Film Production, Distribution & Entertainment"
Binny Mills Ltd.,535620,, ? 69.83 ,Trading
Salasar Exteriors & Contour Ltd.,,SECL, ? 68.98 ,Engineering - Construction
Dhruva Capital Services Ltd.,531237,, ? 67.99 ,Finance - NBFC
Ansal Properties & Infrastructure Ltd.,500013,ANSALAPI, ? 67.21 ,Construction - Real Estate
Nettlinx Ltd.,511658,, ? 63.83 ,IT - Software
AGS Transact Technologies Ltd.,543451,AGSTRA, ? 62.39 ,Business Support
Citizen Infoline Ltd.,538786,, ? 37.00 ,IT - Software
Dynamic Services & Security Ltd.,,DYNAMIC, ? 34.46 ,Trading
Indokem Ltd.,504092,INDOKEM, ? 19.61 ,Chemicals
Franklin Leasing & Finance Ltd.,539839,, ? 16.86 ,Finance - NBFC
